"Name","Latitude","Longitude","Elevation","X","Y","Z"
"HKSL00HKG","","","","-2393383.0432","5393860.9504","2412592.1881"
"HKSS00HKG","","","","-2424425.7219","5377187.9555","2418617.5240"
"HKST00HKG","","","","-2417143.4966","5382345.2596","2415036.7266"
"HKTK00HKG","","","","-2418093.0003","5374658.1172","2430428.9676"
"HKWS00HKG","","","","-2430579.6329","5374285.4510","2418956.1089"
"T43000HKG","","","","-2411015.9413","5380265.4715","2425132.4510"
"KYC100HKG","","","","-2411015.9413","5380265.4715","2425132.4510"
"ABMF00GLP","16.2623","298.4725","-25.3000","2919798.0265","-5383765.8007","1774611.7572"
"ABPO00MDG","-18.9817","47.2292","1553.4000","4097132.2184","4429029.3574","-2061442.2831"
"AC2300USA","60.4751","209.1221","80.7000","-2752801.3568","-1533579.5758","5526754.0047"
"AC2400USA","58.6816","203.3473","36.8000","-3051320.4826","-1317090.3132","5425584.3684"
"ACRG00GHA","5.6415","359.7929","83.8000","6347409.8345","-22944.5317","622814.5397"
"ACSO00USA","40.2324","277.0185","249.8000","595805.7748","-4839549.1172","4097719.1331"
"ADIS00ETH","9.0351","38.7663","2439.6000","4911807.1745","3944440.7889","995007.3156"
"AGGO00ARG","-33.1263","301.8601","42.5000","2822313.7892","-4541276.0136","-3465696.1227"
"AIRA00JPN","31.8241","130.5996","315.1000","-3530014.1038","4118598.7391","3343873.3524"
"AJAC00FRA","41.9274","8.7626","99.2000","4696919.0789","723983.3339","4239612.6095"
"ALBH00CAN","48.3898","236.5125","32.2000","-2341321.8010","-3539032.4125","4745767.7379"
"ALGO00CAN","45.9558","281.9286","201.3000","918101.4541","-4345936.4842","4561836.3500"
"ALIC00AUS","-22.3299","133.8855","603.7000","-4091877.8930","4254240.4685","-2408246.7977"
"ALRT00CAN","82.4943","297.6595","78.6000","388037.3274","-740372.4235","6301925.9324"
"AMC400USA","38.8031","255.4754","1911.8000","-1248228.4940","-4818012.5625","3975327.9682"
"ANK200TUR","39.8428","32.7754","1294.7000","4123218.1439","2654723.9425","4064614.2811"
"ANTC00CHL","-36.6613","288.4679","746.2000","1622686.0606","-4858729.5366","-3787316.3756"
"ANTF00CHL","-22.2985","289.5799","68.8000","1978565.0156","-5562625.3321","-2405024.8556"
"AREG00PER","-15.5346","288.5071","2489.7000","1951082.8243","-5828777.0531","-1697176.3012"
"AREQ00PER","-15.5345","288.5072","2489.3000","1951095.1709","-5828776.3856","-1697164.4535"
"ARHT00ATA","-76.1706","166.6637","135.8000","-1488172.8568","352785.7447","-6171294.2418"
"ARTU00RUS","56.4298","58.5604","248.0000","1843886.6445","3016087.0334","5291059.7725"
"ARUC00ARM","40.2857","44.0856","1222.6000","3499758.5403","3389794.8152","4102251.8131"
"ASCG00SHN","-6.0837","345.6673","38.4000","6145044.5507","-1570083.9322","-671465.1496"
"ASPA00USA","-13.6739","189.2776","54.1000","-6117437.7042","-999308.3577","-1497951.8956"
"AUCK00NZL","-35.3972","174.8344","133.1000","-5183890.5203","468634.0287","-3673874.9319"
"BADG00RUS","51.7697","102.2350","811.8000","-838176.5508","3865296.2774","4986997.6011"
"BAIE00CAN","49.1868","291.7367","27.9000","1546816.1761","-3879748.3601","4804165.1174"
"BAKE00CAN","64.3178","263.9977","4.9000","-289833.1033","-2756497.9219","5725158.9509"
"BAKO00IDN","-5.5089","106.8489","158.6000","-1840215.5436","6076334.3058","-608228.4405"
"BAMF00CAN","48.8353","234.8649","11.1000","-2420717.4880","-3439849.8452","4778525.1001"
"BARH00USA","44.3951","291.7783","7.2000","1693642.5664","-4239062.7557","4439563.1885"
"BAUT00DEU","51.1923","14.5217","212.2000","3877420.3950","1004337.5940","4946985.1885"
"BELE00BRA","-0.5912","311.5374","9.5000","4229178.8861","-4773926.8584","-65369.7623"
"BHPL00IND","23.2890","77.4666","449.2000","1272000.6775","5721855.6911","2506149.2423"
"BHR300BHR","26.2091","50.6081","-13.4000","3633918.9991","4425286.8804","2799868.6758"
"BHR400BHR","26.2091","50.6081","-13.4000","3633918.9991","4425286.8804","2799868.6758"
"BIK000KGZ","42.8542","74.5332","745.3000","1248863.4188","4513399.8840","4315650.2760"
"BILL00USA","33.5783","242.9354","470.5000","-2420246.2355","-4736788.0152","3507572.8594"
"BJCO00BEN","6.3847","2.4500","31.1000","6333046.4681","270972.9049","704548.9456"
"BJFS00CHN","39.6086","115.8925","87.8000","-2148713.8685","4426581.5933","4044601.9678"
"BJNM00CHN","40.2453","116.2241","109.5000","-2154251.8227","4373365.7179","4098817.1125"
"BLYT00USA","33.6104","245.2851","86.3000","-2223178.1534","-4830235.4557","3510541.0167"
"BNEU00LAO","21.6440","101.9172","1012.4000","-1224770.8068","5803322.0758","2337822.1259"
"BNOA00IDN","-7.2535","115.2099","39.5000","-2695080.6492","5724765.8254","-799952.5954"
"BOAV00BRA","2.8452","299.2989","69.9000","3117419.1926","-5555428.0998","314478.6852"
"BOGI00POL","52.4750","21.0352","140.4000","3633736.3426","1397424.2731","5035172.5069"
"BOGT00COL","4.6401","285.9191","2577.2000","1743706.3492","-6113610.8948","512528.0664"
"BOR100POL","52.2769","17.0735","125.3000","3738287.7227","1148153.1140","5021718.2764"
"BRAZ00BRA","-14.0525","312.1221","1106.4000","4150710.3629","-4590115.4722","-1538624.8834"
"BREW00USA","48.1315","240.3174","239.1000","-2111929.8475","-3705215.4339","4726652.8280"
"BRFT00BRA","-2.1226","321.5745","22.1000","4993333.5217","-3961290.9955","-234647.4549"
"BRMG00DEU","47.9078","7.6329","262.0000","4245385.2591","568935.8426","4710010.1499"
"BRST00FRA","48.3805","355.5034","66.0000","4231119.1336","-332744.4895","4745083.0269"
"BRUN00BRN","4.9712","114.9524","91.1000","-2680656.7227","5761188.2988","549007.6916"
"BRUX00BEL","50.7981","4.3586","158.7000","4027784.3071","306990.5592","4919377.9626"
"BSHM00ISR","32.7790","35.0200","225.5000","4395958.8966","3080370.9361","3433379.7088"
"BTNG00IDN","1.4389","125.1904","75.4000","-3674544.4554","5210843.5939","159090.8120"
"BUCU00ROU","44.4639","26.1258","143.6000","4093670.4131","2007750.2746","4445031.3692"
"BZR200ITA","46.4958","11.3382","331.6000","4312674.3709","864749.6480","4603361.4899"
"CAGS00CAN","45.5850","284.1927","235.4000","1096308.8982","-4334903.5568","4533090.8450"
"CAS100ATA","-65.7166","110.5197","23.0000","-922008.6010","2463442.3181","-5791025.2166"
"CCJ200JPN","27.0675","142.1950","104.6000","-4490533.4954","3483839.0357","2884881.2148"
"CEBR00ESP","40.4534","355.6321","776.2000","4846087.4295","-370151.8160","4116433.8765"
"CEDU00AUS","-30.1333","133.8098","145.1000","-3821905.0276","3984076.7595","-3183166.6495"
"CGGN00NGA","10.1231","9.1183","917.1000","6200157.3882","995136.1395","1113656.0012"
"CHAN00CHN","43.7905","125.4433","272.0000","-2674265.7884","3757040.4582","4391318.6337"
"CHOF00JPN","35.6746","139.5311","94.3000","-3946159.0698","3366640.8192","3698918.8867"
"CHPG00BRA","-21.3177","314.9976","566.7000","4203133.8663","-4203484.3717","-2304204.8981"
"CHPI00BRA","-21.3129","315.0148","617.8000","4204536.1447","-4202359.6792","-2303703.8115"
"CHTI00NZL","-42.2645","183.3829","76.1000","-4719051.4662","-278949.0453","-4267394.8122"
"CHUM00KAZ","42.9985","74.7511","716.8000","1228814.4403","4507583.6387","4327388.4007"
"CHUR00CAN","58.7591","265.9113","-19.1000","-236439.2024","-3307626.1827","5430065.7928"
"CHWK00CAN","49.1566","237.9916","174.4000","-2215199.8094","-3543902.2094","4801969.5802"
"CIBG00IDN","-5.5096","106.8492","169.5000","-1840239.9745","6076319.4012","-608304.8989"
"CIT100USA","34.1367","241.8727","215.8000","-2491406.6841","-4660648.3813","3559011.4869"
"CKIS00COK","-20.7990","200.1994","18.8000","-5598137.7266","-2059645.8425","-2250602.5353"
"CKSV00TWN","22.9989","120.2200","60.0000","-2956591.0615","5075855.7449","2476603.6284"
"CMP900USA","34.3532","241.5886","1138.4000","-2508066.6917","-4636363.9599","3578867.7667"
"CMUM00THA","18.7609","98.9324","309.4000","-938034.6247","5968089.4640","2038307.8986"
"COCO00AUS","-11.8117","96.8340","-34.9000","-742985.6539","6199597.2336","-1297016.8593"
"CORD00ARG","-30.4716","295.5299","747.5000","2371243.1584","-4964735.4501","-3215543.7146"
"COSO00USA","35.9823","242.1911","1455.6000","-2410608.7532","-4570407.5128","3726620.5150"
"COTE00ATA","-76.1941","161.9978","1878.6000","-1452122.3658","471884.6471","-6171951.7913"
"COYQ00CHL","-44.4857","288.1079","476.3000","1416609.0647","-4332093.8094","-4446757.8310"
"CPNM00THA","10.7246","99.3744","9.5000","-1020874.2372","6183754.4416","1179093.2273"
"CPVG00CPV","16.7321","337.0651","94.5000","5626801.6151","-2380899.2130","1824456.5686"
"CRFP00USA","34.0391","242.9003","689.2000","-2410192.1834","-4709990.4423","3550043.9704"
"CRO100VIR","17.7569","295.4157","-31.1000","2607785.5528","-5488103.3524","1932776.3762"
"CUIB00BRA","-14.4447","303.9301","237.8000","3448337.9686","-5125841.8300","-1580682.2287"
"CUSV00THA","13.7359","100.5339","76.5000","-1132901.2952","6092458.9559","1504616.1627"
"CUT000AUS","-31.9961","115.8948","24.4000","-2364528.7157","4870678.4554","-3360065.9368"
"CUUT00THA","13.7360","100.5339","74.7000","-1132903.8431","6092456.2243","1504625.1113"
"CYNE00GUF","4.8219","307.6346","-22.4000","3880946.2945","-5033224.0151","532566.4020"
"CZTG00ATF","-45.5681","51.8555","203.2000","2762567.7018","3517599.7938","-4531774.4077"
"DAE200KOR","36.3994","127.3745","117.2000","-3119985.8768","4084542.4711","3763957.7014"
"DAEJ00KOR","36.3994","127.3745","117.5000","-3119985.8794","4084542.4744","3763957.7045"
"DAKR00SEN","14.7212","342.5605","52.2000","5886486.6658","-1849167.6473","1610286.0891"
"DARW00AUS","-11.1563","131.1328","125.5000","-4116809.4684","4713745.5490","-1225974.1756"
"DAV100ATA","-67.4227","77.9726","45.0000","511733.0024","2401868.2187","-5866672.0490"
"DEAR00ZAF","-29.3348","23.9926","1322.1000","5083963.4992","2262743.7882","-3106316.3165"
"DGAR00GBR","-6.7303","72.3702","-64.3000","1918489.1040","6036966.2545","-742522.4040"
"DHLG00USA","33.3898","244.2120","-82.6000","-2319128.9067","-4799907.8825","3490135.3047"
"DJIG00DJI","11.5263","42.8471","711.8000","4582584.8190","4250516.1848","1266102.3269"
"DLF100NLD","51.9860","4.3875","76.3000","3924651.2757","301122.2626","5001847.0896"
"DLTV00VNM","11.9453","108.4818","1585.7000","-1978395.6925","5919066.3566","1311486.4503"
"DRAG00ISR","31.5932","35.3921","32.2000","4432958.5357","3149417.8903","3322093.4876"
"DRAO00CAN","49.3226","240.3750","542.3000","-2058992.9582","-3620807.6775","4814027.9678"
"DRDN00IND","30.3403","78.0442","670.7000","1141295.0302","5389797.2790","3202993.9573"
"DUBI00ARE","25.0023","55.4668","68.3000","3278803.7494","4764768.0019","2679309.2057"
"DUBO00CAN","50.2588","264.1338","245.7000","-417586.9902","-4064376.9460","4881246.5977"
"DUMG00ATA","-65.3348","140.0022","-2.9000","-2044698.3564","1715572.1896","-5773388.1293"
"DUND00NZL","-44.1163","170.5972","389.3000","-4524868.7906","749317.0643","-4417385.5258"
"DYNG00GRC","38.0786","23.9324","511.0000","4594858.5778","2039274.6690","3912316.7897"
"EBRE00ESP","40.8209","0.4924","107.7000","4833439.9491","41536.3307","4147392.3548"
"EIL300USA","64.6879","212.8870","177.7000","-2296242.1234","-1484765.1308","5742920.8100"
"EIL400USA","64.6879","212.8870","177.7000","-2296242.1234","-1484765.1308","5742920.8100"
"ENAO00PRT","39.0912","331.9740","92.0000","4375671.5160","-2329133.4100","4000180.8289"
"EPRT00USA","44.9087","293.0079","30.8000","1768535.3500","-4164819.3538","4480170.3252"
"ESCU00CAN","47.0734","295.2013","-15.6000","1852957.8441","-3937507.9253","4647327.1114"
"EUR200CAN","79.9889","274.0624","29.3000","78804.5546","-1109585.7570","6259328.9690"
"FAA100PYF","-16.4447","210.3857","12.5000","-5278382.9102","-3095037.5791","-1793978.9479"
"FAIR00USA","64.9780","212.5008","319.6000","-2281510.0306","-1453524.1764","5756677.8398"
"FALK00FLK","-50.3064","302.1259","51.3000","2170575.9164","-3456716.3933","-4884624.1921"
"FFMJ00DEU","50.0906","8.6650","178.7000","4053344.3321","617713.0423","4869261.7657"
"FLIN00CAN","54.7256","258.0220","311.9000","-766137.5015","-3611202.5760","5183806.2855"
"FLRS00PRT","39.4538","328.8736","80.3000","4221478.1006","-2549210.9590","4031348.0144"
"FRDN00CAN","45.9335","293.3401","96.4000","1760516.6910","-4080009.2883","4560111.0674"
"FTNA00WLF","-13.6922","181.8791","85.3000","-6194710.1918","-203232.7640","-1499916.8215"
"FUNC00PRT","32.6479","343.0924","78.9000","5143277.5434","-1563393.5214","3421149.6704"
"GAMB00PYF","-22.8696","225.0352","81.1000","-4155048.3168","-4160151.9722","-2463424.5087"
"GAMG00KOR","35.5901","127.9197","928.4000","-3191152.1597","4096313.9375","3691309.7482"
"GANP00SVK","49.0347","20.3229","746.5000","3928729.9858","1455070.1787","4793101.0315"
"GCGO00USA","64.9780","212.5006","319.6000","-2281512.5965","-1453514.9257","5756679.1497"
"GENO00ITA","44.4194","8.9211","153.9000","4507784.7800","707602.0177","4441496.6224"
"GLPS00ECU","0.7430","269.6963","2.2000","-33801.0374","-6377514.7771","82154.4306"
"GLSV00UKR","50.3642","30.4968","227.2000","3512767.2958","2068909.6865","4888730.8080"
"GMSD00JPN","30.5564","131.0156","143.1000","-3607585.6843","4147777.7196","3223645.8888"
"GODE00USA","39.0217","283.1732","14.9000","1130771.0427","-4831243.2305","3994190.9759"
"GODN00USA","39.0212","283.1729","18.3000","1130758.8223","-4831286.0191","3994143.0969"
"GODS00USA","39.0205","283.1727","19.5000","1130747.9219","-4831334.4495","3994088.0058"
"GODZ00USA","39.0217","283.1732","14.9000","1130771.0427","-4831243.2305","3994190.9759"
"GOL200USA","35.4252","243.1107","987.1000","-2353256.7291","-4640680.1725","3676415.4548"
"GOLD00USA","35.4252","243.1107","987.1000","-2353256.7291","-4640680.1725","3676415.4548"
"GOP600CZE","49.9137","14.7856","593.0000","3978956.9490","1050216.8395","4856618.8998"
"GOP700CZE","49.9137","14.7856","593.0000","3978956.9490","1050216.8395","4856618.8998"
"GOPE00CZE","49.9137","14.7856","593.0000","3978954.6634","1050216.2362","4856620.8894"
"GRAC00FRA","43.7545","6.9207","1320.2000","4580777.8481","556018.3525","4388445.2281"
"GRAS00FRA","43.7548","6.9206","1319.7000","4580760.3894","556002.7121","4388465.2856"
"GRAZ00AUT","47.0671","15.4935","538.7000","4194076.1304","1162605.6808","4646858.8445"
"GUAM00GUM","13.5893","144.8684","202.3000","-5071154.9533","3568252.5209","1488858.1469"
"GUAT00GTM","14.5904","269.4798","1520.3000","-56051.7011","-6173533.1884","1596290.4199"
"GUUG00USA","13.4332","144.8027","135.1000","-5070360.3221","3576384.9853","1472064.5335"
"GVDG00GRC","34.8384","24.1090","124.7000","4783546.7300","2140688.4560","3623164.5551"
"HAL100USA","20.7074","203.7437","3073.3000","-5463433.1655","-2403256.8087","2241142.6197"
"HAMD00IRN","34.8691","48.5343","1751.4000","3468963.4015","3925683.6217","3625977.6514"
"HARB00ZAF","-24.1130","27.7072","1558.5000","5156959.1740","2708296.5589","-2589726.0294"
"HERS00GBR","50.8673","0.3362","76.9000","4033423.4310","23667.1902","4924242.4285"
"HERT00GBR","50.8675","0.3344","83.8000","4033409.8804","23538.0464","4924254.2235"
"HKSL00HKG","22.3720","113.9280","95.7000","-2393346.5200","5393782.6061","2412556.2704"
"HKWS00HKG","22.4343","114.3354","64.2000","-2430556.3011","5374232.5836","2418931.9356"
"HLFX00CAN","44.6836","296.3887","3.5000","2018904.7382","-4069068.0800","4462413.7382"
"HNLC00USA","21.3033","202.1354","22.6000","-5506780.9054","-2240041.1567","2302711.4941"
"HNPT00USA","38.5888","283.8696","-27.5000","1196632.7310","-4846379.8428","3956739.2876"
"HNUS00ZAF","-33.5754","19.2231","63.5000","5022860.8875","1751411.8228","-3507301.9738"
"HOB200AUS","-41.1953","147.4387","41.5000","-4050857.9111","2586773.2213","-4178768.8870"
"HOFN00ISL","64.2673","344.8021","83.3000","2679654.6756","-727941.4355","5722716.7539"
"HOLB00CAN","50.6404","231.8650","560.0000","-2502824.9328","-3187958.4409","4908276.9163"
"HOLM00CAN","70.7364","242.2391","40.0000","-983058.8531","-1867623.8970","5998641.8922"
"HOLP00USA","33.9245","241.8318","-6.3000","-2500948.7038","-4670478.6110","3539503.1119"
"HRAG00ZAF","-24.1096","27.6852","1407.8000","5158137.4097","2706379.4377","-2589379.5407"
"HRAO00ZAF","-24.1099","27.6870","1414.7000","5158041.0898","2706536.1957","-2589407.6727"
"HYDE00IND","17.4173","78.5509","442.1000","1208363.2822","5966400.2735","1896946.1115"
"IENG00ITA","45.0151","7.6394","317.0000","4476318.8261","600403.0493","4488541.7942"
"IISC00IND","13.0212","77.5704","844.1000","1337761.2363","6069528.6738","1427690.0872"
"IITK00IND","26.5214","80.2321","72.1000","968869.4594","5627975.8637","2830868.7995"
"IMPZ00BRA","-4.5082","312.5028","105.3000","4295992.4601","-4687796.7941","-497989.6396"
"INEG00MEX","21.8562","257.7158","1888.5000","-1260068.3959","-5786864.6629","2359650.8277"
"INVK00CAN","68.3062","226.4730","46.8000","-1628420.2371","-1714379.8412","5903802.7372"
"IQAL00CAN","63.7560","291.4895","92.1000","1035986.0134","-2631417.7857","5697739.2721"
"IQQE00CHL","-19.7264","289.8683","39.0000","2041235.5690","-5648620.5000","-2139215.3891"
"IRKJ00RUS","52.2190","104.3162","502.4000","-968252.6652","3794133.3653","5017777.8595"
"IRKM00RUS","52.2190","104.3162","502.8000","-968258.1846","3794131.9612","5017777.8650"
"ISBA00IRQ","33.3414","44.4384","72.8000","3808323.3077","3734387.5668","3485654.5133"
"ISHI00JPN","36.2088","140.2189","156.2000","-3959553.1792","3296757.9428","3746915.2260"
"ISPA00CHL","-26.8750","250.6556","112.9000","-1885836.5294","-5371750.5648","-2865871.6275"
"ISTA00TUR","41.1044","29.0193","147.7000","4208735.4685","2334797.0224","4171171.8669"
"IZMI00TUR","38.3948","27.0818","75.3000","4456532.6194","2278740.2036","3939884.9291"
"JCTW00ZAF","-32.0486","18.4686","84.0000","5132514.6160","1714183.8230","-3364997.0411"
"JDPR00IND","26.2064","73.0239","167.7000","1671908.2686","5476750.5248","2799602.2394"
"JFNG00CHN","30.5156","114.4910","71.7000","-2279804.8109","5004651.7677","3219740.9320"
"JOG200IDN","-6.2362","110.3725","174.8000","-2207317.1327","5944036.4654","-688229.5054"
"JOZ200POL","52.0978","21.0323","152.7000","3664795.2982","1409156.4959","5009500.0392"
"JOZE00POL","52.0973","21.0315","141.8000","3664860.5281","1409122.4333","5009461.9142"
"JPLM00USA","34.2048","241.8268","424.5000","-2493141.0735","-4654910.9777","3565264.5096"
"JPRE00ZAF","-24.2680","28.2826","1387.7000","5123306.3972","2756614.1153","-2605379.6541"
"KARR00AUS","-19.0186","117.0972","109.5000","-2747638.3810","5370004.5818","-2065294.9271"
"KAT100AUS","-13.6240","132.1533","184.7000","-4160804.3052","4596254.2929","-1492585.8044"
"KERG00ATF","-48.6485","70.2555","73.8000","1426252.1891","3973646.7489","-4764826.7005"
"KHAR00UKR","50.0051","36.2390","201.4000","3312881.6669","2428127.5032","4863157.1214"
"KIR000SWE","67.8776","21.0602","498.4000","2247950.7764","865619.4756","5885972.7533"
"KIR800SWE","67.8776","21.0602","498.4000","2247954.2941","865618.3273","5885971.5866"
"KIRI00KIR","1.3546","172.9229","36.6000","-6327787.1092","785600.5930","149768.4128"
"KIRU00SWE","67.8574","20.9684","391.3000","2251284.7200","862764.9459","5885121.2745"
"KIT300UZB","39.1348","66.8854","623.0000","1944758.6695","4556215.1877","4003940.9024"
"KITG00UZB","39.1334","66.8868","621.1000","1944693.0414","4556348.9814","4003821.2792"
"KLSQ00GRL","66.9956","309.3798","353.7000","1585945.4449","-1932153.4544","5848227.7453"
"KMNM00TWN","24.4638","118.3886","49.5000","-2761817.2939","5110307.8007","2625131.9937"
"KOKB00USA","22.1263","200.3351","1167.9000","-5542840.9153","-2054218.3931","2387379.4799"
"KOKV00USA","22.1263","200.3351","1167.9000","-5542840.9153","-2054218.3931","2387379.4799"
"KOS100NLD","52.1734","5.8182","105.2000","3899550.6674","397354.9532","5014657.6997"
"KOUC00NCL","-19.4413","164.2873","84.6000","-5791874.4104","1629404.1661","-2109477.0079"
"KOUG00GUF","5.0985","307.3603","106.6000","3855199.6473","-5049648.5437","563031.2061"
"KOUR00GUF","5.2522","307.1940","-25.4000","3839605.6094","-5059588.6069","579957.7487"
"KRGG00ATF","-48.6484","70.2555","73.4000","1426256.4640","3973652.6005","-4764820.5728"
"KRS100TUR","40.5884","43.0934","1812.1000","3542012.9780","3313797.0548","4127843.7166"
"KSU100USA","39.1007","263.3905","326.0000","-570475.2437","-4923344.5220","4001006.7069"
"KUJ200CAN","55.2900","282.2647","9.1000","773262.1366","-3557021.2321","5219834.3135"
"KZN200RUS","55.7908","49.1193","94.1000","2352311.9451","2717427.4898","5251382.0663"
"LAE100PNG","-5.3263","146.9932","140.7000","-5325804.1436","3459517.1004","-588118.6025"
"LAMA00POL","53.8924","20.6699","187.1000","3524422.4996","1329655.9223","5129697.1311"
"LAUT00FJI","-16.3912","177.4466","90.1000","-6114468.8310","272675.0746","-1788300.2620"
"LBCH00USA","33.7878","241.7967","-27.2000","-2507808.3822","-4676389.5769","3526906.5818"
"LCK400IND","26.9121","80.9556","64.6000","894670.2112","5620539.5820","2869538.5086"
"LEIJ00DEU","51.3540","12.3741","178.9000","3898629.9703","855322.8374","4958234.9837"
"LHAZ00CHN","29.6572","91.1040","3646.7000","-106882.1939","5546183.5301","3137439.7412"
"LICC00GBR","51.4998","359.8252","89.1000","3978650.3310","-12140.5602","4968348.2658"
"LMMF00MTQ","14.5948","299.0038","-26.6000","2993400.9083","-5399386.2199","1596753.5615"
"LPAL00ESP","28.7640","342.1062","2207.4000","5324838.5680","-1719243.1240","3051013.7388"
"LPGS00ARG","-33.0933","302.0677","30.3000","2839808.3535","-4532717.7750","-3462627.7899"
"LROC00FRA","46.1589","358.7807","58.3000","4424593.0071","-94175.6688","4577503.2349"
"M0SE00ITA","41.8931","12.4932","121.0000","4642346.7218","1028609.7118","4236774.9202"
"MAC100AUS","-53.5005","158.9358","-6.4000","-3547992.6175","1366507.6882","-5103868.6116"
"MAD200ESP","40.4292","355.7503","829.9000","4848583.3420","-360283.6186","4114385.0712"
"MADR00ESP","40.4292","355.7503","829.9000","4848583.3420","-360283.6186","4114385.0712"
"MAG000RUS","59.5758","150.7700","362.4000","-2825653.6922","1581144.8711","5476698.6797"
"MAJU00MHL","7.1191","171.3645","34.3000","-6257540.0604","950327.0258","785210.0936"
"MAL200KEN","-1.0039","40.1941","-20.5000","4871273.6532","4115691.3027","-111004.8567"
"MANA00NIC","12.1489","273.7510","71.4000","407976.7072","-6222857.5302","1333514.9248"
"MAR600SWE","60.5951","17.2585","75.8000","2998155.1048","931441.1909","5533333.8215"
"MAR700SWE","60.5951","17.2584","74.7000","2998164.1753","931439.2273","5533329.2459"
"MARS00FRA","43.2788","5.3538","62.2000","4630488.2191","433941.3625","4350101.7252"
"MAS100ESP","27.7638","344.3667","197.6000","5439026.6727","-1522009.3728","2953365.4577"
"MAT100ITA","40.6491","16.7046","534.9000","4641570.0278","1392940.0198","4132938.1799"
"MATE00ITA","40.6491","16.7044","536.1000","4641566.9704","1392929.2904","4132945.2146"
"MATG00ITA","40.6490","16.7047","537.4000","4641569.2828","1392949.6081","4132935.8679"
"MAUI00USA","20.7066","203.7430","3062.4000","-5463493.4967","-2403194.8313","2241062.0042"
"MAW100ATA","-66.3952","62.8707","59.6000","1167896.0925","2279396.1570","-5821734.9262"
"MAYG00MYT","-11.2179","45.2581","-15.9000","4404438.4844","4444305.6519","-1232662.3948"
"MBAR00UGA","0.6015","30.7379","1338.1000","5481821.0657","3259772.1388","66506.4032"
"MCHL00AUS","-25.6411","148.1450","535.0000","-4887069.5371","3036613.3647","-2743275.9332"
"MCIL00JPN","24.2901","153.9787","36.1000","-5227160.1404","2551866.0319","2607602.4241"
"MCM400ATA","-76.1616","166.6693","98.5000","-1489148.0382","352861.3681","-6171055.6104"
"MDO100USA","30.6805","255.9850","2004.9000","-1329589.3733","-5326750.4276","3235498.1387"
"MDVJ00RUS","56.0215","37.2145","257.8000","2845343.2398","2160868.2346","5265784.2034"
"MEDI00ITA","44.5199","11.6468","50.5000","4461367.5567","919585.9842","4449469.2764"
"MELI00ESP","35.2812","357.0484","93.9000","5205555.0279","-268405.9009","3663381.1016"
"MERS00TUR","36.5664","34.2559","38.9000","4239123.9425","2886951.4790","3778854.4927"
"MET300FIN","60.2174","24.3945","79.6000","2892549.8439","1311784.0163","5512551.6731"
"METG00FIN","60.2420","24.3842","60.1000","2890625.6968","1310282.9130","5513908.2743"
"MFKG00ZAF","-24.1950","25.5400","1311.3000","5252335.6833","2509735.0275","-2598005.8680"
"MGUE00ARG","-34.2226","290.6021","1554.1000","1857703.4475","-4941794.3242","-3566908.9031"
"MIKL00UKR","46.9728","31.9728","95.1000","3698501.3560","2308642.5034","4639701.5208"
"MIZU00JPN","39.1352","141.1328","117.4000","-3857098.7868","3108638.6529","4003968.8211"
"MKEA00USA","19.8014","204.5437","3755.1000","-5460947.2698","-2493725.1118","2147042.2076"
"MOBJ00RUS","55.1149","36.5697","183.0000","2936341.4045","2178312.9793","5208711.6353"
"MOBK00RUS","55.1149","36.5697","183.0000","2936341.4045","2178312.9793","5208711.6353"
"MOBN00RUS","55.1149","36.5695","183.1000","2936348.7978","2178303.0148","5208711.6368"
"MOBS00AUS","-36.1706","144.9753","41.0000","-4221333.4128","2958518.6666","-3743488.5928"
"MOIU00KEN","0.2883","35.2900","2201.9000","5206046.4374","3684722.3749","31882.3109"
"MONP00USA","32.8919","243.5776","1843.0000","-2385571.5932","-4800997.2200","3443919.5369"
"MORP00GBR","55.2128","358.3145","144.9000","3645588.0520","-107275.1227","5214936.1652"
"MQZG00NZL","-42.2972","172.6547","155.1000","-4686070.7922","604066.1249","-4270084.9256"
"MRC100USA","38.4991","282.6294","27.6000","1092807.9840","-4877200.5946","3948952.4563"
"MRL100NZL","-40.4238","173.7407","147.7000","-4833342.1374","530126.7362","-4113924.1742"
"MRL200NZL","-40.4238","173.7407","147.7000","-4833342.1374","530126.7362","-4113924.1742"
"MRO100AUS","-25.3034","116.6375","354.5000","-2586828.2550","5157342.9174","-2709495.7132"
"MSGR00BRA","-19.5546","305.2766","533.0000","3472378.9260","-4908469.0695","-2121305.9522"
"MSSA00JPN","36.1404","138.3523","1626.8000","-3853432.5762","3426977.9783","3740797.2240"
"MTKA00JPN","35.6795","139.5614","109.4000","-3947696.1503","3364342.6265","3699367.1822"
"MTV100URY","-33.0864","303.8237","41.1000","2977602.0485","-4443912.2438","-3461992.9474"
"MTV200URY","-33.0864","303.8237","41.1000","2977602.0485","-4443912.2438","-3461992.9474"
"NABG00NOR","78.9431","11.8573","43.4000","1201002.6475","252156.4204","6237980.5120"
"NAIN00CAN","56.5370","298.3113","33.9000","1671828.0817","-3103458.1169","5297644.1362"
"NANO00CAN","49.2948","235.9135","7.0000","-2335724.2820","-3451605.4821","4812004.6800"
"NAUR00NRU","0.5517","166.9256","46.7000","-6212511.0051","1442775.8880","61005.3689"
"NAUS00BRA","-2.9771","299.9450","94.2000","3179494.7314","-5519281.3229","-329043.7825"
